1 9.74171
2 33.7298
3 67.8368
4 107.341
5 149.087
6 195.118
7 239.453
8 300.09
9 351.637
10 386.816
10 386.816
11 421.802
12 453.964
12 453.937
13 491.178
14 530.876
15 567.355
16 603.999
17 402.837
18 407.185
20 452.129
21 447.148
22 465.678
24 534.765
25 514.354
27 506.382
29 539.774
31 547.428
33 583.31
35 570.359
37 600
40 646.571
42 623.613
45 640.876
48 680.289
51 646.545
55 663.271
58 674.811
62 681.64
66 689.064
71 692.615
75 697.592
80 739.527
86 717.76
91 707.177
97 717.392
104 750.629
111 717.182
118 718.5
126 731.988
134 879.835
143 871.596
152 930.938
162 891.851
173 904.722
184 937.355
196 928.732
209 918.689
223 927.012
237 921.097
253 916.56
269 833.216
287 812.825
306 765.697
326 796.235
347 775.857
370 786.407
394 855.242
420 930.684
448 961.907
477 842.702
508 815.334
541 866.747
577 871.559
615 863.452
655 909.18
698 883.797
744 882.899
792 895.72
844 900.182
899 901.753
958 903.631
1021 850.726
1088 951.632
1159 940.197
1235 924.701
1316 949.481
1402 955.97
1494 955.359
1591 932.572
1695 970.657
1806 993.003
1925 970.505
2051 867.154
2185 1000.77
2328 996.694
2480 1060.39
2642 1035.21
2815 1003.69
3000 1046.86
