1 88.7587
2 224.251
3 355.046
4 587.637
5 639.053
6 827.529
7 921.014
8 1319.05
9 761.231
10 897.523
10 890.096
11 1053.48
12 1253.73
13 1106.51
14 1265.1
15 1274.7
16 1693.56
17 1058.99
18 1181.77
19 1172.17
21 1324.4
22 1453.53
24 1834.65
26 1420.53
28 1647.48
30 1532.49
32 1889.27
34 1406.19
37 1432.86
39 1505.65
42 1490.45
45 1710.97
48 1946.71
52 1840.75
56 1983.25
60 1881.34
64 1992.1
69 1514.59
74 1573.34
79 1553.08
85 1522.06
91 1363.93
97 1406.87
104 1617.25
112 1649.08
120 1533.91
128 1550.27
137 1232.32
147 1279.09
158 1360.83
169 1262.76
181 1283.92
194 1417.78
208 1629.79
223 1308.18
239 1318.79
256 1659.24
275 1266.33
294 1357.88
315 1274.44
338 1325.4
362 1272.86
388 1362.6
416 1342.25
446 1171.55
477 1117.8
512 1205.72
548 1213.57
587 1110.82
629 1093.12
674 1121.37
723 1097.46
774 1128.7
830 1114.18
889 1065.25
953 1071.57
1021 1068.57
1094 1080.63
1172 1137.9
1256 1097.89
1346 1053.56
1442 1075.31
1545 1063.94
1656 1164.44
1774 1061.63
1901 1046.81
2037 1078.31
2183 1080.68
2339 1087.47
2506 1099.5
2685 1092.5
2877 1071.05
3083 1047.78
3303 1088.92
3540 1149.6
3793 1069.79
4064 1182.06
4355 1073.75
4666 1103.07
4999 1081.2
