1 0
2 0
3 71.5106
4 129.578
5 187.516
6 248.399
7 309.542
8 382.764
9 450.932
10 519.67
10 519.67
11 590.506
12 648.674
12 648.583
13 717.445
14 783.279
15 861.265
16 918.692
17 988.516
18 1053.68
20 1181.93
21 1249.6
22 1307.63
24 1426.73
25 1492.99
27 1633.14
29 1723.72
31 1858.87
33 1932.95
35 2075.02
37 2137.7
40 2247.24
42 2343.17
45 2490.81
48 2575.41
51 2781.81
55 2918.08
58 2909.77
62 3046.58
66 3132.57
71 3387.68
75 3474.8
80 3451.65
86 3582.45
91 3827.02
97 3707.54
104 3841.58
111 4069
118 3874.93
126 3806.34
134 3617.58
143 3897
152 3420.45
162 3422.9
173 3454.68
184 3363.93
196 3350.67
209 3293.73
223 3476.96
237 3297.62
253 3321.96
269 3323.45
287 3396.9
306 3265.7
326 3260.93
347 3404.84
370 3289.38
394 3208.18
420 2896.44
448 2541.61
477 2254.27
508 2156.98
541 1953.59
577 1795.63
615 1741.69
655 1707.53
698 1556.29
744 1502.48
792 1401.24
844 1355.89
899 1289.92
958 1211.11
1021 1141.47
1088 1108.06
1159 1158.96
1235 1222.27
1316 1310.64
1402 1371.29
1494 1471.62
1591 1649.06
1695 1690.85
1806 1837.68
1925 1922.16
2051 1963.2
2185 2232.75
2328 2383.88
2480 2411.9
2642 2525.19
2815 2647.32
3000 2592.03
