1 62.5478
2 77.4657
3 146.725
4 251.852
5 326.027
6 440.717
7 532.573
8 746.321
9 728.712
10 865.929
10 865.686
11 954.559
12 1136
13 1166.4
14 1313.03
15 1374.66
16 1725.7
17 1513.49
18 1677.68
19 1711.15
21 1940.69
22 2129.92
24 2534.78
26 2337.38
28 2653.53
30 2692.13
32 3169.93
34 2871.55
37 2975.41
39 3103.58
42 3287.54
45 3593.95
48 4089.12
52 4035.37
56 4423.77
60 4342.53
64 4714.26
69 4135.15
74 4364.17
79 4325.37
85 4220.75
91 3313.55
97 2281.3
104 2046.42
112 2134.93
120 1891.1
128 2092.01
137 1615.97
147 1560.69
158 1746.3
169 1631.43
181 1531.36
194 1688.92
208 2000.11
223 1778.08
239 1994.58
256 1998.04
275 1634.84
294 1432.07
315 1643.96
338 1128.05
362 631.052
388 400.106
416 462.34
446 443.37
477 449.104
512 697.124
548 260.218
587 298.066
629 301.606
674 301.47
723 291.6
774 266.735
830 254.693
889 228.504
953 241.315
1021 276.981
1094 318.004
1172 364.967
1256 419.158
1346 481.38
1442 552.495
1545 634.242
1656 728.65
1774 836.191
1901 960.201
2037 1102.5
2183 1266.21
2339 921.864
2506 972.584
2685 1116.49
2877 1264.55
3083 1074.74
3303 1233.59
3540 1477.1
3793 1128.75
4064 1143.76
4355 1313.42
4666 1507.7
4999 1293.74
