1 159.794
2 319.584
3 479.375
4 639.167
5 798.959
6 958.751
7 1118.53
8 1278.19
9 980.562
10 1089.51
11 1198.46
13 1416.18
15 1634.06
17 1381.21
20 1624.75
23 1868.46
26 1707.34
30 1943.37
35 1928.41
40 2203.9
46 2183
53 2209.25
61 2266.71
71 2379.5
81 2270.65
94 2435.42
108 2430.4
124 2466.38
143 2547.57
164 2527.49
189 2566.5
218 2554.54
251 2587.16
288 2644.43
332 2630.53
382 2657.4
439 2669.92
505 2648.14
581 2677.69
669 2685.18
770 2681.95
885 2697.88
1019 2698.29
1172 2696.19
1348 2700.68
1551 2710.59
1785 2704.22
2053 2713.75
2362 2712.82
2718 2718.16
3127 2720.3
3597 2720.11
4138 2513
4761 2002.85
5477 1895.68
6301 1972.63
7248 1950.93
8339 1886.26
9593 1955.56
11036 1921.61
12697 2029.51
14606 2017.71
16804 2018.14
19331 2002.53
22239 1951.79
25585 1877.06
29433 1969.19
33861 2032.37
38954 2010.45
44814 2032.29
51555 2020.2
59309 2043.54
68231 1836.28
78494 1656.83
90302 1653.39
103885 1553.68
119512 1502.21
137489 1512.74
158170 1548.93
181963 1493.44
209334 1535.05
240822 1512.28
277047 1505.48
318721 1506.76
366663 1357.97
421817 1257.55
485267 1438.66
558262 1414.42
642236 1356.67
738842 1419.6
849981 1395.81
977836 1425.45
1124923 1441.19
1294135 1259.68
1488801 1455.45
1712748 1426.83
1970382 1376.76
2266769 1448.22
2607739 1495.88
2999999 1504.52
