1 175.91
2 351.771
3 527.656
4 703.542
5 871.562
6 1045.87
7 1220.19
8 1394.47
9 1151.85
10 1279.83
11 1407.81
13 1651.45
15 1915.52
17 1752.46
20 2061.71
23 2370.97
26 2167.48
30 2500.93
35 2476.1
40 2829.62
46 2826.3
53 2846.53
61 2945.75
71 3086.44
81 2986.81
94 3195.41
108 3200.47
124 3243.18
143 3351.68
164 3344.95
189 3394.67
218 3388.99
251 3427
288 3519.51
332 3500.76
382 3538.07
439 3552.46
505 3170.85
581 3572.25
669 3582.29
770 3582.98
885 3601.13
1019 3307.86
1172 3593.53
1348 3600.99
1551 3618.24
1785 3607.41
2053 3623.06
2362 3624.99
2718 3634.6
3127 3586.57
3597 3589.84
4138 3385.5
4761 3099.87
5477 3249.65
6301 3190.68
7248 3103.2
8339 3228.55
9593 3213.58
11036 3293.83
12697 3232.68
14606 3158.79
16804 3320.48
19331 3306.84
22239 3279.08
25585 3258.42
29433 3325.95
33861 3364.82
38954 3323.07
44814 3410.84
51555 3373.5
59309 3271.73
68231 2800.56
78494 2395.43
90302 2341.09
103885 2231.65
119512 2331.41
137489 2285.03
158170 2216.98
181963 2297.62
209334 2274.81
240822 2217.53
277047 2106.13
318721 2296.05
366663 2269.96
421817 2180.52
485267 2213.73
558262 2075.37
642236 2113.67
738842 2335.53
849981 2022.29
977836 2411.36
1124923 2087.46
1294135 1920.53
1488801 2209.43
1712748 2419.78
1970382 1691.73
2266769 2305.41
2607739 2415.81
2999999 2300.42
