1 11.8021
2 31.9405
3 54.1772
4 77.3208
5 101.721
6 124.371
7 144.654
8 167.117
9 147.603
10 166.901
10 166.901
11 184.552
12 211.161
12 211.104
13 220.374
14 238.643
15 256.771
16 292.148
17 265.493
18 282.392
20 324.278
21 323.527
22 339.023
24 402.391
25 369.834
27 394.114
29 415.96
31 436.838
33 462.658
35 482.179
37 498.889
40 586.878
42 556.885
45 583.833
48 664.272
51 632.071
55 651.664
58 695.403
62 710.821
66 756.848
71 764.55
75 808.54
80 903.978
86 864.879
91 889.584
97 841.629
104 945.642
111 923.419
118 850.673
126 780.058
134 745.716
143 814.189
152 775.286
162 737.174
173 754.022
184 852.958
196 821.953
209 863.108
223 927.039
237 839.972
253 826.987
269 885.002
287 970.141
306 891.268
326 887.492
347 893.151
370 934.59
394 916.048
420 872.264
448 473.32
477 408.087
508 267.873
541 292.278
577 275.23
615 242.073
655 274.07
698 232.963
744 257.519
792 216.49
844 196.406
899 191.631
958 177.631
1021 182.718
1088 207.485
1159 235.449
1235 267.339
1316 303.557
1402 344.528
1494 391.228
1591 443.68
1695 503.58
1806 571.695
1925 633.469
2051 410.73
2185 819.654
2328 853.356
2480 863.604
2642 876.102
2815 890.142
3000 955.316
