1 175.897
2 351.784
3 527.676
4 703.568
5 871.586
6 1045.9
7 1220.22
8 1394.49
9 1190.02
10 1322.16
11 1454.38
13 1707.24
15 1969.71
17 1752.11
20 2061.3
23 2370.5
26 2167.42
30 2500.66
35 2475.99
40 2829.68
46 2826.11
53 2846.32
61 2945.59
71 3086.86
81 2986.39
94 3194.58
108 3200.35
124 3243.43
143 3351.45
164 3344.51
189 3395.59
218 3389.07
251 3427.22
288 3519.56
332 3500.89
382 3538.22
439 3550.43
505 3170.4
581 3571.3
669 3582.91
770 3582.02
885 3601.85
1019 3293.23
1172 3592.5
1348 3600.8
1551 3618.57
1785 3607.57
2053 3623.34
2362 3624.99
2718 3634.24
3127 3588.37
3597 3591.04
4138 3378.1
4761 3158.98
5477 3231
6301 3197.59
7248 3077.21
8339 3272.14
9593 3256.17
11036 3338.59
12697 3291.88
14606 3283.05
16804 3346.17
19331 3398.85
22239 3266.87
25585 3272.99
29433 3307.81
33861 3301.44
38954 3331.28
44814 3284.15
51555 3371.31
59309 3056.1
68231 2958.5
78494 2939.57
90302 2285.86
103885 2253.53
119512 2332.55
137489 2307.47
158170 2210.18
181963 2286.21
209334 2268.5
240822 2237.2
277047 2101.82
318721 2311.72
366663 2243.81
421817 2178.06
485267 2181.39
558262 2069.73
642236 2075.17
738842 2260.07
849981 1969.01
977836 2399.54
1124923 2083.86
1294135 1887.29
1488801 2171.18
1712748 2415.17
1970382 1877.1
2266769 2295.49
2607739 2399.92
2999999 2276.68
