1 4.17184
2 28.8158
3 78.5745
4 143.937
5 157.675
6 205.74
7 243.938
8 327.308
9 314.766
10 333.816
10 333.83
11 345.332
12 429.207
12 429.207
13 403.133
14 406.847
15 406.963
16 486.112
17 459.189
18 456.41
20 522.851
21 497.226
22 487.879
24 548.006
25 524.391
27 504.259
29 543.497
31 521.783
33 557.897
35 537.524
37 571.014
40 599.146
42 568.11
45 584.387
48 602.172
51 560.953
55 563.573
58 575.365
62 581.037
66 579.231
71 576.8
75 579.326
80 616.33
86 571.772
91 560.126
97 560.971
104 590.942
111 550.073
118 534.152
126 541.964
134 542.09
143 518.022
152 579.78
162 519.164
173 513.067
184 568.104
196 560.411
209 679.481
223 730.556
237 702.656
253 653.59
269 707.3
287 713.707
306 695.139
326 701.829
347 629.438
370 702.882
394 685.46
420 834.504
448 851.595
477 814.385
508 808.046
541 738.241
577 766.353
615 818.087
655 816.871
698 757.583
744 743.983
792 751.437
844 756.139
899 757.292
958 748.693
1021 657.029
1088 756.569
1159 760.884
1235 761.471
1316 768.049
1402 749.984
1494 762.322
1591 773.333
1695 771.283
1806 762.955
1925 775.399
2051 647.35
2185 782.702
2328 785.339
2480 776.196
2642 773.367
2815 767.471
3000 782.953
