1 29.3095
2 68.7164
3 111.46
4 154.921
5 198.509
6 243.813
7 286.629
8 332.502
9 376.142
10 442.723
10 442.623
11 471.159
12 538.225
13 570.255
14 651.011
15 676.111
16 746.515
17 774.98
18 861.041
19 866.385
21 952.933
22 1042.58
24 1122.64
26 1221.52
28 1286.46
30 1376.4
32 1442.52
34 1531.39
37 1557.32
39 1622.3
42 1792.2
45 1798.97
48 1951.05
52 2057.22
56 2153.51
60 2240.1
64 2334.25
69 2343.11
74 2542.74
79 2510.98
85 2576.75
91 2659.24
97 2410.28
104 2770.71
112 2386.79
120 1925.42
128 1849.51
137 1825.88
147 1900.52
158 1974.98
169 1898.82
181 1946.85
194 1959.64
208 2065.67
223 2217.12
239 2186.15
256 2212.48
275 2167.91
294 2242.61
315 1950.81
338 2234.04
362 1683.3
388 1579.04
416 1192.7
446 958.025
477 939.894
512 953.008
548 878.504
587 857.798
629 796.371
674 782.16
723 770.559
774 735.199
830 740.239
889 670.309
953 627.758
1021 537.353
1094 616.94
1172 682.438
1256 746.083
1346 856.837
1442 983.419
1545 1128.92
1656 1296.97
1774 1488.38
1901 1629.55
2037 1615.68
2183 1618.15
2339 1744.6
2506 1806.3
2685 1778.41
2877 1790.93
3083 1583.21
3303 1776.35
3540 1896.56
3793 1817.95
4064 1986.07
4355 2022.57
4666 2116.14
4999 2119.81
